Time (s),
483.16,4.56469E-05
483.17,6.07982E-05
483.18,5.95436E-05
483.19,5.88681E-05
483.2,4.35238E-05
483.21,2.8855E-05
483.22,3.94706E-05
483.23,4.67085E-05
483.24,0.000057324
483.25,7.12207E-05
483.26,3.68649E-05
483.27,1.88185E-05
483.28,7.7204E-05
483.29,0.000076432
483.3,3.01096E-05
483.31,2.9434E-05
483.32,5.35603E-05
483.33,5.60694E-05
483.34,4.14972E-05
483.35,3.8602E-05
483.36,6.35968E-05
483.37,6.19563E-05
483.38,3.03991E-05
483.39,4.50679E-05
483.4,6.16667E-05
483.41,4.7577E-05
483.42,3.41628E-05
483.43,4.46818E-05
483.44,7.43089E-05
483.45,5.26918E-05
483.46,2.12311E-05
483.47,4.11112E-05
483.48,6.25353E-05
483.49,6.01227E-05
483.5,4.44888E-05
483.51,3.92776E-05
483.52,4.99896E-05
483.53,4.59364E-05
483.54,4.15937E-05
483.55,5.25953E-05
483.56,6.01227E-05
483.57,5.31743E-05
483.58,4.7191E-05
483.59,3.8988E-05
483.6,4.16902E-05
483.61,5.78065E-05
483.62,6.55269E-05
483.63,4.21727E-05
483.64,1.27387E-05
483.65,4.11112E-05
483.66,8.76266E-05
483.67,6.51409E-05
483.68,3.06886E-05
483.69,3.09781E-05
483.7,4.76735E-05
483.71,5.87716E-05
483.72,4.76735E-05
483.73,4.48749E-05
483.74,6.16667E-05
483.75,4.09181E-05
483.76,2.21962E-05
483.77,6.24388E-05
483.78,8.15468E-05
483.79,4.11112E-05
483.8,2.15206E-05
483.81,4.02426E-05
483.82,6.27283E-05
483.83,6.06052E-05
483.84,5.39463E-05
483.85,3.49348E-05
483.86,3.10746E-05
483.87,4.18832E-05
483.88,7.05452E-05
483.89,7.6046E-05
483.9,4.66119E-05
483.91,1.27387E-05
483.92,2.97236E-05
483.93,0.000066878
483.94,6.14737E-05
483.95,5.74205E-05
483.96,6.35003E-05
483.97,3.7444E-05
483.98,1.39932E-05
483.99,4.25587E-05
484,7.79761E-05
484.01,6.17632E-05
484.02,3.28117E-05
484.03,4.02426E-05
484.04,6.49479E-05
484.05,3.91811E-05
484.06,3.33908E-05
484.07,6.99662E-05
484.08,6.25353E-05
484.09,2.89515E-05
484.1,2.8276E-05
484.11,5.08582E-05
484.12,7.41159E-05
484.13,7.55635E-05
484.14,2.89515E-05
484.15,-3.8602E-07
484.16,4.55504E-05
484.17,7.73971E-05
484.18,8.06782E-05
484.19,6.10877E-05
484.2,1.8722E-05
484.21,1.07121E-05
484.22,4.19797E-05
484.23,8.16433E-05
484.24,7.37299E-05
484.25,3.41628E-05
484.26,4.07251E-05
484.27,5.51044E-05
484.28,3.75405E-05
484.29,3.64789E-05
484.3,5.771E-05
484.31,6.58165E-05
484.32,5.16302E-05
484.33,3.50313E-05
484.34,3.35838E-05
484.35,5.26918E-05
484.36,7.44054E-05
484.37,4.33308E-05
484.38,2.30647E-05
484.39,5.00861E-05
484.4,5.74205E-05
484.41,5.51044E-05
484.42,6.01227E-05
484.43,4.23657E-05
484.44,3.38733E-05
484.45,4.35238E-05
484.46,4.63224E-05
484.47,5.08582E-05
484.48,6.90011E-05
484.49,5.81926E-05
484.5,2.91445E-05
484.51,1.99766E-05
484.52,5.85786E-05
484.53,8.94602E-05
484.54,5.31743E-05
484.55,8.78196E-06
484.56,2.06521E-05
484.57,6.58165E-05
484.58,8.42489E-05
484.59,6.51409E-05
484.6,3.99531E-05
484.61,2.48983E-05
484.62,2.14241E-05
484.63,4.49714E-05
484.64,8.96532E-05
484.65,7.31508E-05
484.66,4.50679E-05
484.67,3.98566E-05
484.68,2.34507E-05
484.69,1.92045E-05
484.7,7.11242E-05
484.71,9.75666E-05
484.72,4.26552E-05
484.73,1.45723E-05
484.74,3.11711E-05
484.75,5.8096E-05
484.76,6.47549E-05
484.77,5.62625E-05
484.78,5.12442E-05
484.79,3.23292E-05
484.8,4.59364E-05
484.81,6.05087E-05
484.82,3.81195E-05
484.83,3.65754E-05
484.84,6.13772E-05
484.85,6.78431E-05
484.86,4.53574E-05
484.87,2.87585E-05
484.88,4.27517E-05
484.89,5.89646E-05
484.9,5.03756E-05
484.91,3.88915E-05
484.92,3.90846E-05
484.93,6.39829E-05
484.94,7.97132E-05
484.95,3.45488E-05
484.96,1.46688E-05
484.97,6.08947E-05
484.98,5.76135E-05
484.99,3.79265E-05
485,5.55869E-05
485.01,3.93741E-05
485.02,4.66119E-05
485.03,7.76866E-05
485.04,5.6745E-05
485.05,2.8083E-05
485.06,3.15572E-05
485.07,2.22927E-05
485.08,4.74805E-05
485.09,0.000111077
485.1,8.17398E-05
485.11,-1.25457E-06
485.12,3.783E-05
485.13,8.03887E-05
485.14,-1.13876E-05
485.15,1.21596E-05
485.16,0.000135011
485.17,8.28013E-05
485.18,-9.65051E-08
485.19,3.97601E-05
485.2,5.20162E-05
485.21,2.57669E-05
485.22,5.12442E-05
485.23,7.78796E-05
485.24,6.6299E-05
485.25,5.28848E-05
485.26,2.62494E-05
485.27,8.97497E-06
485.28,3.79265E-05
485.29,7.80726E-05
485.3,7.26683E-05
485.31,5.05687E-05
485.32,5.19197E-05
485.33,3.31012E-05
485.34,3.27152E-05
485.35,4.87351E-05
485.36,5.39463E-05
485.37,5.74205E-05
485.38,4.41028E-05
485.39,5.99296E-05
485.4,6.92906E-05
485.41,4.03391E-05
485.42,3.30047E-05
485.43,2.34507E-05
485.44,2.74074E-05
485.45,8.43454E-05
485.46,8.77231E-05
485.47,2.60564E-05
485.48,3.27152E-05
485.49,4.96036E-05
485.5,2.40298E-05
485.51,7.53705E-05
485.52,7.55635E-05
485.53,1.22561E-05
485.54,6.35003E-05
485.55,8.40559E-05
485.56,-4.24622E-06
485.57,1.55373E-05
485.58,9.38029E-05
485.59,7.95202E-05
485.6,4.14007E-05
485.61,2.06521E-05
485.62,2.98201E-05
485.63,5.68415E-05
485.64,6.42724E-05
485.65,5.40428E-05
485.66,5.85786E-05
485.67,5.85786E-05
485.68,3.07851E-05
485.69,9.4575E-06
485.7,4.43923E-05
485.71,8.83021E-05
485.72,7.98097E-05
485.73,3.8023E-05
485.74,2.03626E-05
485.75,2.9241E-05
485.76,4.52609E-05
485.77,6.90011E-05
485.78,5.42358E-05
485.79,4.72875E-05
485.8,7.48879E-05
485.81,5.89646E-05
485.82,-9.4575E-06
485.83,9.36099E-06
485.84,9.56365E-05
485.85,0.000101234
485.86,3.8602E-05
485.87,5.30778E-06
485.88,5.51044E-05
485.89,5.32708E-05
485.9,4.43923E-06
485.91,8.11608E-05
485.92,0.000121403
485.93,2.54773E-05
485.94,-1.65989E-05
485.95,2.99166E-05
485.96,8.10643E-05
485.97,8.51175E-05
485.98,4.31378E-05
485.99,3.63824E-05
486,4.97966E-05
486.01,4.08216E-05
486.02,3.07851E-05
486.03,4.72875E-05
486.04,6.5913E-05
486.05,6.15702E-05
486.06,4.21727E-05
486.07,3.46453E-05
486.08,4.33308E-05
486.09,6.05087E-05
486.1,6.35003E-05
486.11,3.07851E-05
486.12,2.19067E-05
486.13,5.22092E-05
486.14,6.32108E-05
486.15,5.88681E-05
486.16,6.17632E-05
486.17,5.60694E-05
486.18,3.16537E-05
486.19,1.90115E-05
486.2,3.04956E-05
486.21,6.65885E-05
486.22,8.69511E-05
486.23,6.6299E-05
486.24,4.18832E-05
486.25,1.57303E-05
486.26,1.57303E-05
486.27,5.43324E-05
486.28,7.69145E-05
486.29,7.15103E-05
486.3,4.80595E-05
486.31,2.12311E-05
486.32,2.17136E-05
486.33,5.08582E-05
486.34,8.07747E-05
486.35,6.97732E-05
486.36,4.14972E-05
486.37,2.61529E-05
486.38,3.38733E-05
486.39,5.50079E-05
486.4,5.13407E-05
486.41,5.09547E-05
486.42,6.97732E-05
486.43,4.65154E-05
486.44,2.24857E-05
486.45,4.64189E-05
486.46,7.19928E-05
486.47,4.55504E-05
486.48,1.05191E-05
486.49,5.39463E-05
486.5,8.44419E-05
486.51,4.7384E-05
486.52,2.96271E-05
486.53,4.06286E-05
486.54,4.74805E-05
486.55,6.84221E-05
486.56,5.62625E-05
486.57,6.85186E-06
486.58,2.63459E-05
486.59,0.000104805
486.6,8.85916E-05
486.61,0.000009554
486.62,1.50548E-05
486.63,5.31743E-05
486.64,5.20162E-05
486.65,6.62025E-05
486.66,7.80726E-05
486.67,3.96636E-05
486.68,2.64424E-05
486.69,2.9241E-05
486.7,3.02061E-05
486.71,6.78431E-05
486.72,7.42124E-05
486.73,5.57799E-05
486.74,4.08216E-05
486.75,2.91445E-05
486.76,3.81195E-05
486.77,6.12807E-05
486.78,5.84821E-05
486.79,4.19797E-05
486.8,2.65389E-05
486.81,4.34273E-05
486.82,8.09677E-05
486.83,6.43689E-05
486.84,3.34873E-05
486.85,2.03626E-05
486.86,5.20162E-05
486.87,6.46584E-05
486.88,3.27152E-05
486.89,5.12442E-05
486.9,7.08347E-05
486.91,5.16302E-05
486.92,4.12077E-05
486.93,3.39698E-05
486.94,2.789E-05
486.95,5.38498E-05
486.96,6.86151E-05
486.97,5.76135E-05
486.98,4.7384E-05
486.99,3.77335E-05
487,3.31012E-05
487.01,5.47184E-05
487.02,6.93871E-05
487.03,5.43324E-05
487.04,3.46453E-05
487.05,3.11711E-05
487.06,4.15937E-05
487.07,5.88681E-05
487.08,8.72406E-05
487.09,5.33673E-05
487.1,8.00992E-06
487.11,3.49348E-05
487.12,7.15103E-05
487.13,6.82291E-05
487.14,4.23657E-05
487.15,3.07851E-05
487.16,4.7384E-05
487.17,5.16302E-05
487.18,4.12077E-05
487.19,5.23057E-05
487.2,5.771E-05
487.21,5.66485E-05
487.22,4.22692E-05
487.23,3.69614E-05
487.24,4.6998E-05
487.25,6.00261E-05
487.26,5.38498E-05
487.27,6.19563E-05
487.28,4.27517E-05
487.29,1.42828E-05
487.3,4.92176E-05
487.31,6.32108E-05
487.32,2.97236E-05
487.33,5.52009E-05
487.34,8.72406E-05
487.35,3.86985E-05
487.36,4.63224E-06
487.37,5.01826E-05
487.38,7.48879E-05
487.39,5.28848E-05
487.4,4.19797E-05
487.41,4.14007E-05
487.42,6.7264E-05
487.43,5.87716E-05
487.44,3.49348E-05
487.45,3.8409E-05
487.46,3.69614E-05
487.47,4.42958E-05
487.48,5.57799E-05
487.49,4.97966E-05
487.5,4.92176E-05
487.51,5.771E-05
487.52,6.62025E-05
487.53,4.42958E-05
487.54,2.7697E-05
487.55,4.06286E-05
487.56,5.27883E-05
487.57,5.36568E-05
487.58,3.73475E-05
487.59,5.04721E-05
487.6,5.90611E-05
487.61,3.95671E-05
487.62,5.39463E-05
487.63,6.5913E-05
487.64,2.23892E-05
487.65,2.07486E-05
487.66,6.6685E-05
487.67,7.09312E-05
487.68,4.62259E-05
487.69,4.98931E-05
487.7,4.62259E-05
487.71,5.14372E-05
487.72,5.60694E-05
487.73,3.10746E-05
487.74,3.31977E-05
487.75,5.83856E-05
487.76,4.40063E-05
487.77,4.61294E-05
487.78,8.09677E-05
487.79,5.42358E-05
487.8,1.988E-05
487.81,4.93141E-05
487.82,4.61294E-05
487.83,3.17502E-05
487.84,6.49479E-05
487.85,5.83856E-05
487.86,3.14607E-05
487.87,5.09547E-05
487.88,6.69745E-05
487.89,5.22092E-05
487.9,3.32942E-05
487.91,2.95306E-05
487.92,3.56104E-05
487.93,5.95436E-05
487.94,8.56E-05
487.95,6.6299E-05
487.96,2.32577E-05
487.97,2.26787E-05
487.98,5.27883E-05
487.99,6.20528E-05
488,4.91211E-05
488.01,3.96636E-05
488.02,4.12077E-05
488.03,4.12077E-05
488.04,6.22458E-05
488.05,7.73006E-05
488.06,4.21727E-05
488.07,3.07851E-05
488.08,5.66485E-05
488.09,3.35838E-05
488.1,2.23892E-05
488.11,5.81926E-05
488.12,7.37299E-05
488.13,4.87351E-05
488.14,2.71179E-05
488.15,6.32108E-05
488.16,7.84586E-05
488.17,3.24257E-05
488.18,2.48018E-05
488.19,4.15937E-05
488.2,4.21727E-05
488.21,7.03522E-05
488.22,7.40194E-05
488.23,0.000028662
488.24,3.73475E-05
488.25,5.27883E-05
488.26,4.11112E-05
488.27,5.41393E-05
488.28,5.99296E-05
488.29,4.7191E-05
488.3,4.37168E-05
488.31,4.26552E-05
488.32,4.40063E-05
488.33,5.15337E-05
488.34,5.11477E-05
488.35,5.72275E-05
488.36,5.08582E-05
488.37,2.73109E-05
488.38,0.000028662
488.39,5.30778E-05
488.4,8.01957E-05
488.41,6.77466E-05
488.42,2.32577E-05
488.43,2.22927E-05
488.44,5.64555E-05
488.45,7.23788E-05
488.46,5.52009E-05
488.47,3.58034E-05
488.48,0.00004777
488.49,4.12077E-05
488.5,2.08451E-05
488.51,5.6938E-05
488.52,9.36099E-05
488.53,5.90611E-05
488.54,1.34142E-05
488.55,2.87585E-05
488.56,5.91576E-05
488.57,6.69745E-05
488.58,6.32108E-05
488.59,2.79865E-05
488.6,2.48983E-05
488.61,4.66119E-05
488.62,5.39463E-05
488.63,7.45019E-05
488.64,6.78431E-05
488.65,3.44523E-05
488.66,1.41862E-05
488.67,2.81795E-05
488.68,0.000066878
488.69,7.5853E-05
488.7,5.84821E-05
488.71,3.56104E-05
488.72,2.9241E-05
488.73,5.01826E-05
488.74,5.56834E-05
488.75,4.92176E-05
488.76,5.12442E-05
488.77,4.31378E-05
488.78,4.19797E-05
488.79,5.32708E-05
488.8,5.10512E-05
488.81,5.09547E-05
488.82,5.18232E-05
488.83,4.09181E-05
488.84,0.00004777
488.85,5.66485E-05
488.86,3.55139E-05
488.87,3.23292E-05
488.88,5.83856E-05
488.89,4.67085E-05
488.9,2.8855E-05
488.91,6.28248E-05
488.92,8.16433E-05
488.93,3.64789E-05
488.94,2.40298E-05
488.95,5.49114E-05
488.96,4.96036E-05
488.97,3.18467E-05
488.98,4.7577E-05
488.99,5.78065E-05
489,5.76135E-05
489.01,6.32108E-05
489.02,4.10147E-05
489.03,2.72144E-05
489.04,5.16302E-05
489.05,5.93506E-05
489.06,3.26187E-05
489.07,4.02426E-05
489.08,6.60095E-05
489.09,5.99296E-05
489.1,5.22092E-05
489.11,4.12077E-05
489.12,2.73109E-05
489.13,4.08216E-05
489.14,5.57799E-05
489.15,5.60694E-05
489.16,5.51044E-05
489.17,3.91811E-05
489.18,3.85055E-05
489.19,5.31743E-05
489.2,5.20162E-05
489.21,5.12442E-05
489.22,4.8542E-05
489.23,3.7637E-05
489.24,4.8542E-05
489.25,5.24023E-05
489.26,5.6552E-05
489.27,6.51409E-05
489.28,5.25953E-05
489.29,2.65389E-05
489.3,2.22927E-05
489.31,5.62625E-05
489.32,7.7011E-05
489.33,4.61294E-05
489.34,2.38368E-05
489.35,4.76735E-05
489.36,5.54904E-05
489.37,3.69614E-05
489.38,7.32473E-05
489.39,7.86516E-05
489.4,2.38368E-05
489.41,1.8722E-05
489.42,4.65154E-05
489.43,4.7963E-05
489.44,5.16302E-05
489.45,6.7071E-05
489.46,5.57799E-05
489.47,2.83725E-05
489.48,3.00131E-05
489.49,5.24023E-05
489.5,6.08947E-05
489.51,6.55269E-05
489.52,6.39829E-05
489.53,4.23657E-05
489.54,2.48018E-05
489.55,2.98201E-05
489.56,3.7637E-05
489.57,5.43324E-05
489.58,8.34769E-05
489.59,6.86151E-05
489.6,2.07486E-05
489.61,2.30647E-05
489.62,5.04721E-05
489.63,5.74205E-05
489.64,6.28248E-05
489.65,6.09912E-05
489.66,2.62494E-05
489.67,1.50548E-05
489.68,4.66119E-05
489.69,7.14137E-05
489.7,6.47549E-05
489.71,6.31143E-05
489.72,5.18232E-05
489.73,2.59599E-05
489.74,3.69614E-05
489.75,3.46453E-05
489.76,3.03991E-05
489.77,7.29578E-05
489.78,8.12573E-05
489.79,5.85786E-05
489.8,5.93506E-05
489.81,3.38733E-05
489.82,5.50079E-06
489.83,2.60564E-05
489.84,5.6359E-05
489.85,6.6685E-05
489.86,8.69511E-05
489.87,5.61659E-05
489.88,6.36933E-06
489.89,1.47653E-05
489.9,5.38498E-05
489.91,0.000101813
489.92,7.25718E-05
489.93,1.41862E-05
489.94,5.21127E-05
489.95,4.7191E-05
489.96,-6.85186E-06
489.97,6.25353E-05
489.98,0.000107217
489.99,3.58034E-05
490,0.000057324
490.01,4.47784E-05
490.02,-2.789E-05
490.03,5.82891E-05
490.04,0.000119473
490.05,5.27883E-05
490.06,4.08216E-05
490.07,5.17267E-05
490.08,2.24857E-05
490.09,1.12911E-05
490.1,4.80595E-05
490.11,8.27048E-05
490.12,9.05217E-05
490.13,3.29082E-05
490.14,-1.33177E-05
490.15,5.79995E-05
490.16,9.50575E-05
490.17,5.66485E-05
490.18,3.38733E-05
490.19,2.21962E-05
490.2,3.57069E-05
490.21,6.26318E-05
490.22,4.31378E-05
490.23,5.12442E-05
490.24,8.94602E-05
490.25,7.08347E-05
490.26,-1.06156E-06
490.27,-3.95671E-06
490.28,6.15702E-05
490.29,8.35734E-05
490.3,0.000057324
490.31,4.10147E-05
490.32,5.6745E-05
490.33,5.88681E-05
490.34,2.62494E-05
490.35,3.8602E-05
490.36,6.19563E-05
490.37,4.35238E-05
490.38,4.76735E-05
490.39,4.29448E-05
490.4,2.15206E-05
490.41,7.44054E-05
490.42,7.83621E-05
490.43,3.15572E-05
490.44,3.8602E-05
490.45,3.94706E-05
490.46,3.50313E-05
490.47,5.31743E-05
490.48,6.71675E-05
490.49,6.41759E-05
490.5,4.41028E-05
490.51,4.80595E-05
490.52,4.67085E-05
490.53,1.95905E-05
490.54,3.35838E-05
490.55,6.39829E-05
490.56,8.16433E-05
490.57,6.44654E-05
490.58,1.41862E-05
490.59,2.46088E-05
490.6,6.45619E-05
490.61,5.16302E-05
490.62,5.13407E-05
490.63,0.000066878
490.64,0.00004777
490.65,3.33908E-05
490.66,3.40663E-05
490.67,4.70945E-05
490.68,5.99296E-05
490.69,5.56834E-05
490.7,3.63824E-05
490.71,3.71545E-05
490.72,4.94106E-05
490.73,5.28848E-05
490.74,6.6299E-05
490.75,6.49479E-05
490.76,3.57069E-05
490.77,2.62494E-05
490.78,4.61294E-05
490.79,5.20162E-05
490.8,4.21727E-05
490.81,5.79995E-05
490.82,7.06417E-05
490.83,5.39463E-05
490.84,2.83725E-05
490.85,3.75405E-05
490.86,5.28848E-05
490.87,4.15937E-05
490.88,4.40063E-05
490.89,6.6299E-05
490.9,5.33673E-05
490.91,4.30413E-05
490.92,5.64555E-05
490.93,4.55504E-05
490.94,3.62859E-05
490.95,4.7384E-05
490.96,4.70945E-05
490.97,4.38133E-05
490.98,5.02791E-05
490.99,5.7131E-05
491,5.40428E-05
491.01,4.33308E-05
491.02,3.69614E-05
491.03,5.23057E-05
491.04,6.53339E-05
491.05,4.26552E-05
491.06,3.62859E-05
491.07,5.11477E-05
491.08,5.6938E-05
491.09,5.54904E-05
491.1,3.96636E-05
491.11,4.45853E-05
491.12,6.09912E-05
491.13,4.43923E-05
491.14,2.97236E-05
491.15,4.61294E-05
491.16,5.06652E-05
491.17,4.65154E-05
491.18,7.50809E-05
491.19,7.20893E-05
491.2,3.26187E-05
491.21,2.29682E-05
491.22,2.59599E-05
491.23,3.95671E-05
491.24,7.73971E-05
491.25,8.34769E-05
491.26,3.20397E-05
491.27,4.95071E-05
491.28,6.22458E-05
491.29,5.40428E-06
491.3,4.09181E-05
491.31,6.56234E-05
491.32,4.38133E-05
491.33,6.47549E-05
491.34,5.48149E-05
491.35,2.81795E-05
491.36,5.76135E-05
491.37,6.35968E-05
491.38,3.14607E-05
491.39,4.23657E-05
491.4,4.98931E-05
491.41,3.54174E-05
491.42,4.8156E-05
491.43,6.60095E-05
491.44,5.23057E-05
491.45,5.30778E-05
491.46,5.74205E-05
491.47,3.27152E-05
491.48,1.76604E-05
491.49,5.31743E-05
491.5,7.55635E-05
491.51,5.31743E-05
491.52,4.37168E-05
491.53,4.8349E-05
491.54,4.14972E-05
491.55,4.98931E-05
491.56,5.18232E-05
491.57,4.20762E-05
491.58,4.39098E-05
491.59,4.8542E-05
491.6,4.89281E-05
491.61,4.62259E-05
491.62,6.37898E-05
491.63,6.89046E-05
491.64,3.27152E-05
491.65,2.68284E-05
491.66,4.50679E-05
491.67,4.65154E-05
491.68,5.28848E-05
491.69,5.78065E-05
491.7,5.70345E-05
491.71,5.43324E-05
491.72,3.98566E-05
491.73,3.27152E-05
491.74,3.7251E-05
491.75,4.25587E-05
491.76,6.78431E-05
491.77,7.63355E-05
491.78,4.8542E-05
491.79,3.96636E-05
491.8,3.92776E-05
491.81,3.17502E-05
491.82,4.39098E-05
491.83,0.000057324
491.84,6.18597E-05
491.85,5.70345E-05
491.86,3.88915E-05
491.87,4.08216E-05
491.88,5.66485E-05
491.89,5.28848E-05
491.9,3.75405E-05
491.91,3.783E-05
491.92,5.92541E-05
491.93,6.55269E-05
491.94,4.66119E-05
491.95,3.65754E-05
491.96,3.61894E-05
491.97,4.61294E-05
491.98,5.30778E-05
491.99,5.49114E-05
492,5.771E-05
492.01,4.46818E-05
492.02,0.000038216
492.03,4.65154E-05
492.04,4.70945E-05
492.05,4.96036E-05
492.06,5.7517E-05
492.07,5.31743E-05
492.08,3.61894E-05
492.09,4.57434E-05
492.1,6.13772E-05
492.11,5.44289E-05
492.12,3.65754E-05
492.13,3.7251E-05
492.14,5.66485E-05
492.15,6.42724E-05
492.16,5.60694E-05
492.17,4.41993E-05
492.18,2.73109E-05
492.19,4.00496E-05
492.2,7.26683E-05
492.21,5.48149E-05
492.22,3.35838E-05
492.23,5.64555E-05
492.24,5.04721E-05
492.25,3.32942E-05
492.26,4.02426E-05
492.27,4.98931E-05
492.28,6.90011E-05
492.29,5.85786E-05
492.3,3.25222E-05
492.31,4.26552E-05
492.32,4.34273E-05
492.33,4.58399E-05
492.34,5.38498E-05
492.35,4.47784E-05
492.36,6.16667E-05
492.37,5.56834E-05
492.38,3.91811E-05
492.39,4.7963E-05
492.4,3.63824E-05
492.41,4.54539E-05
492.42,5.72275E-05
492.43,5.54904E-05
492.44,6.33073E-05
492.45,3.7444E-05
492.46,4.02426E-05
492.47,5.90611E-05
492.48,2.18101E-05
492.49,4.28482E-05
492.5,0.00009554
492.51,5.54904E-05
492.52,-3.28117E-06
492.53,4.31378E-05
492.54,8.88812E-05
492.55,2.97236E-05
492.56,1.988E-05
492.57,8.49245E-05
492.58,7.40194E-05
492.59,3.13641E-05
492.6,3.42593E-05
492.61,4.41028E-05
492.62,3.27152E-05
492.63,5.26918E-05
492.64,7.6046E-05
492.65,3.7251E-05
492.66,2.87585E-05
492.67,7.57565E-05
492.68,4.53574E-05
492.69,2.19067E-05
492.7,0.000066878
492.71,6.7071E-05
492.72,2.51878E-05
492.73,4.17867E-05
492.74,6.7457E-05
492.75,4.33308E-05
492.76,4.50679E-05
492.77,6.7264E-05
492.78,3.7444E-05
492.79,2.15206E-05
492.8,4.96036E-05
492.81,5.93506E-05
492.82,5.33673E-05
492.83,5.82891E-05
492.84,4.88316E-05
492.85,3.85055E-05
492.86,4.34273E-05
492.87,4.63224E-05
492.88,4.7384E-05
492.89,5.43324E-05
492.9,4.96036E-05
492.91,4.49714E-05
492.92,5.40428E-05
492.93,4.10147E-05
492.94,3.20397E-05
492.95,5.99296E-05
492.96,6.32108E-05
492.97,3.61894E-05
492.98,4.50679E-05
492.99,7.12207E-05
493,4.6998E-05
493.01,2.57669E-05
493.02,4.49714E-05
493.03,6.40794E-05
493.04,5.17267E-05
493.05,3.48383E-05
493.06,4.60329E-05
493.07,4.80595E-05
493.08,3.47418E-05
493.09,6.765E-05
493.1,7.28613E-05
493.11,3.54174E-05
493.12,1.68884E-05
493.13,3.96636E-05
493.14,7.24753E-05
493.15,4.64189E-05
493.16,3.52244E-05
493.17,8.42489E-05
493.18,5.40428E-05
493.19,8.29944E-06
493.2,4.63224E-05
493.21,6.88081E-05
493.22,3.32942E-05
493.23,2.74074E-05
493.24,6.37898E-05
493.25,7.80726E-05
493.26,4.74805E-05
493.27,3.03026E-05
493.28,5.39463E-05
493.29,5.70345E-05
493.3,1.56338E-05
493.31,3.46453E-05
493.32,8.05817E-05
493.33,6.19563E-05
493.34,3.02061E-05
493.35,4.45853E-05
493.36,5.83856E-05
493.37,4.06286E-05
493.38,3.18467E-05
493.39,5.8096E-05
493.4,5.74205E-05
493.41,3.7444E-05
493.42,5.01826E-05
493.43,7.05452E-05
493.44,4.43923E-05
493.45,2.39333E-05
493.46,4.50679E-05
493.47,5.97366E-05
493.48,4.80595E-05
493.49,3.85055E-05
493.5,4.6805E-05
493.51,6.53339E-05
493.52,5.44289E-05
493.53,2.97236E-05
493.54,4.65154E-05
493.55,6.19563E-05
493.56,3.8988E-05
493.57,3.58999E-05
493.58,5.61659E-05
493.59,6.19563E-05
493.6,4.01461E-05
493.61,2.63459E-05
493.62,4.88316E-05
493.63,6.53339E-05
493.64,5.79995E-05
493.65,4.07251E-05
493.66,3.20397E-05
493.67,4.86386E-05
493.68,4.86386E-05
493.69,5.18232E-05
493.7,5.35603E-05
493.71,4.54539E-05
493.72,5.74205E-05
493.73,5.24023E-05
493.74,2.53808E-05
493.75,3.8795E-05
493.76,6.43689E-05
493.77,6.81326E-05
493.78,4.12077E-05
493.79,2.65389E-05
493.8,5.00861E-05
493.81,6.49479E-05
493.82,5.20162E-05
493.83,0.00004777
493.84,4.19797E-05
493.85,4.42958E-05
493.86,4.80595E-05
493.87,4.23657E-05
493.88,4.39098E-05
493.89,5.43324E-05
493.9,5.11477E-05
493.91,5.20162E-05
493.92,4.96036E-05
493.93,4.08216E-05
493.94,4.54539E-05
493.95,4.53574E-05
493.96,4.66119E-05
493.97,6.85186E-05
493.98,5.11477E-05
493.99,2.87585E-05
494,4.8349E-05
494.01,7.17033E-05
494.02,5.03756E-05
494.03,2.42228E-05
494.04,3.57069E-05
494.05,5.42358E-05
494.06,6.20528E-05
494.07,5.31743E-05
494.08,3.45488E-05
494.09,4.89281E-05
494.1,6.20528E-05
494.11,4.7963E-05
494.12,3.60929E-05
494.13,4.58399E-05
494.14,4.88316E-05
494.15,4.54539E-05
494.16,4.54539E-05
494.17,5.55869E-05
494.18,6.6685E-05
494.19,3.54174E-05
494.2,1.84325E-05
494.21,6.18597E-05
494.22,7.47914E-05
494.23,4.00496E-05
494.24,2.8855E-05
494.25,5.54904E-05
494.26,6.12807E-05
494.27,4.96036E-05
494.28,6.00261E-05
494.29,4.15937E-05
494.3,1.42828E-05
494.31,5.37533E-05
494.32,6.49479E-05
494.33,4.14007E-05
494.34,4.98931E-05
494.35,6.63955E-05
494.36,5.04721E-05
494.37,2.27752E-05
494.38,2.98201E-05
494.39,6.09912E-05
494.4,5.51044E-05
494.41,5.6938E-05
494.42,5.85786E-05
494.43,3.96636E-05
494.44,4.05321E-05
494.45,5.14372E-05
494.46,4.30413E-05
494.47,2.81795E-05
494.48,4.91211E-05
494.49,8.01957E-05
494.5,5.07617E-05
494.51,3.39698E-05
494.52,6.80361E-05
494.53,3.70579E-05
494.54,7.7204E-06
494.55,6.55269E-05
494.56,9.19693E-05
494.57,3.7444E-05
494.58,1.76604E-05
494.59,7.06417E-05
494.6,4.87351E-05
494.61,3.75405E-05
494.62,6.39829E-05
494.63,1.99766E-05
494.64,2.96271E-05
494.65,9.34169E-05
494.66,7.73971E-05
494.67,3.49348E-05
494.68,2.29682E-05
494.69,2.55738E-05
494.7,4.24622E-05
494.71,7.69145E-05
494.72,7.45984E-05
494.73,3.02061E-05
494.74,0.000028662
494.75,6.55269E-05
494.76,5.24023E-05
494.77,3.03991E-05
494.78,2.79865E-05
494.79,5.43324E-05
494.8,7.34404E-05
494.81,6.11842E-05
494.82,4.08216E-05
494.83,2.29682E-05
494.84,4.49714E-05
494.85,7.90376E-05
494.86,4.55504E-05
494.87,1.10016E-05
